arm,group,metric,condition,hypothesis_type,is_derived_condition,bound,bh_family,n_pairs,n_clusters,n_instances_missing,n_forced_wrong_non_terminating,n_looped_on_correct_answer,high_non_termination_rate,near_ceiling,headroom,task_delta_min,task_delta_max,delta,ci_low,ci_high,p_value,bh_significant,mde_delta,mde_realized_diff,mde_delta_negative,mde_realized_diff_negative,mde_power_target,bh_significant_global,task,n_mae_imputed,mae_delta
main_sweep,gemma4-12b,exact,clustering,,False,excluded,main_sweep/gemma4-12b/excluded,180,180,0.0,1.0,0.0,False,True,0.011111111111111072,-0.06666666666666667,0.0,-0.011111111111111112,-0.027777777777777776,0.0,0.5088982203559288,False,,0.011555555555555555,-0.043750000000000004,-0.041666666666666664,0.8,False,,,
main_sweep,gemma4-12b,exact,components,,False,excluded,main_sweep/gemma4-12b/excluded,180,180,0.0,0.0,0.0,False,True,0.011111111111111072,-0.1,0.0,-0.016666666666666666,-0.03888888888888889,0.0,0.2473505298940212,False,,0.011888888888888888,-0.0421875,-0.04066666666666666,0.8,False,,,
main_sweep,gemma4-12b,exact,degree,,False,excluded,main_sweep/gemma4-12b/excluded,180,180,0.0,0.0,0.0,False,True,0.011111111111111072,0.0,0.06666666666666667,0.011111111111111112,0.0,0.027777777777777776,0.5010997800439912,False,,0.013111111111111112,-0.045312500000000006,-0.042333333333333334,0.8,False,,,
main_sweep,gemma4-12b,exact,filler,,False,excluded,main_sweep/gemma4-12b/excluded,180,180,0.0,1.0,0.0,False,True,0.011111111111111072,-0.1,0.0,-0.016666666666666666,-0.03888888888888889,0.0,0.2573485302939412,False,,0.013111111111111112,-0.04062500000000001,-0.041444444444444443,0.8,False,,,
main_sweep,gemma4-12b,exact,rwse,,False,excluded,main_sweep/gemma4-12b/excluded,180,180,0.0,1.0,0.0,False,True,0.011111111111111072,-0.06666666666666667,0.0,-0.011111111111111112,-0.027777777777777776,0.0,0.4943011397720456,False,,0.011555555555555555,-0.043750000000000004,-0.04188888888888889,0.8,False,,,
main_sweep,gemma4-12b,exact,all,,True,excluded,main_sweep/gemma4-12b/excluded/derived,180,180,0.0,0.0,0.0,False,True,0.011111111111111072,0.0,0.03333333333333333,0.005555555555555556,-0.011111111111111112,0.027777777777777776,1.0,False,,0.011555555555555555,-0.043750000000000004,-0.04555555555555556,0.8,,,,
main_sweep,gemma4-e4b,exact,clustering,,False,excluded,main_sweep/gemma4-e4b/excluded,180,180,0.0,10.0,2.0,False,True,0.03888888888888886,-0.06666666666666667,0.06666666666666667,-0.005555555555555556,-0.044444444444444446,0.03333333333333333,1.0,False,,0.03888888888888889,-0.03888888888888889,-0.03766666666666667,0.8,False,,,
main_sweep,gemma4-e4b,exact,components,,False,excluded,main_sweep/gemma4-e4b/excluded,180,180,0.0,10.0,0.0,False,True,0.03888888888888886,-0.13333333333333333,0.0,-0.03333333333333333,-0.07222222222222222,0.005555555555555556,0.14577084583083383,False,,0.04033333333333333,-0.04618055555555555,-0.043,0.8,False,,,
main_sweep,gemma4-e4b,exact,degree,,False,excluded,main_sweep/gemma4-e4b/excluded,180,180,0.0,7.0,0.0,False,True,0.03888888888888886,-0.03333333333333333,0.1,0.011111111111111112,-0.027777777777777776,0.05,0.7620475904819036,False,,0.03977777777777778,-0.04861111111111111,-0.048,0.8,False,,,
main_sweep,gemma4-e4b,exact,filler,,False,excluded,main_sweep/gemma4-e4b/excluded,180,180,0.0,9.0,0.0,False,True,0.03888888888888886,0.0,0.03333333333333333,0.005555555555555556,-0.022222222222222223,0.03333333333333333,1.0,False,,0.03955555555555555,-0.041666666666666664,-0.04388888888888889,0.8,False,,,
